account_number,aba,bic,opened,balance
EBWD17553764786722,038747474,FMXJGBEC5OE,2021-05-09,500231
WKER28983914285268,016516669,RBRVGBAV,2020-09-12,69853
RRWL78254239066447,099300834,RLJMGBC1OWW,2013-08-22,400439
HONV14349516842276,105479235,NWWCGBESLGW,2012-05-02,44463
APPK93252393926496,102783160,KKQCGBBWNC4,2020-06-05,710185
NPIP18625005743878,016485473,OBLGGB1372J,2019-04-06,937217
KAEG84905119491616,102939095,UVINGBF4,2015-09-04,1336506
PSAX16334646520807,080457071,QZLFGB0DADS,2002-08-16,1564056
FSGW41411867030090,066180553,NIHKGBUAKQ5,2014-12-12,1932732
TYIE86645210876220,010995561,OOKMGB1BS4O,2018-08-24,115335
SPHC06809709709071,051390471,KLNIGBRL,2021-03-10,725455
GOGA57619455120148,037529415,SXRDGBFP,2022-01-28,1582831
YDSG18020597454100,069974643,QTLKGBNO,2019-12-24,1523857
KSRP44261362013691,064561459,EZWDGBOM,2020-10-07,1444741
DQUJ72870324582470,101408226,PVPTGB1S,2018-11-22,1426845
HSFV57785079377159,083075159,YBXEGBZIIR4,2005-10-06,1064860
OITE11111677672721,018348385,VFLHGB5BG5V,2019-11-10,1360759
DEUL15177281323486,034761810,KHIMGBGQ,2002-08-21,1342461
LNTF63011656110319,129341925,XXZQGBRFTD2,2013-01-24,1315037
VCVO97535908622039,122412440,PJRXGBGK1BL,2008-07-09,281207
VQRN81970493318378,068561837,UNHTGBNP,2022-07-24,366288
SPSH34358795309268,097450579,EYRWGBMO,2020-07-30,132843
ZKXX61402972905162,084183671,CTLBGBQ8,2016-10-18,1122085
PYIV29174147962321,017386597,WEQOGB1FRDZ,2016-04-08,331076
TRMC88998104547735,127714114,SKBIGB2MTQB,2010-07-06,1759261
WQJT24002085963449,089062302,NTBZGBV9,2009-03-07,11751
IZZI85285252439625,034376056,VJHPGBDZ9I8,2005-11-01,1153750
CTTU85783306726107,079504760,GRUDGB1P,2018-02-21,552102
MZRE28570608652545,098360480,ASWRGBRY,2020-11-08,1269601
VEEU96034948816344,022237039,CLFSGB3RNBU,2010-06-08,443070
WFPO79969258406314,046154635,TJGFGBB3,2002-06-16,1969748
WYTB91259042105642,017112651,SZNOGBW5,2022-04-08,368873
LSNC60805197494870,095573568,KBSPGBGX2IF,2008-09-17,1877220
LYPF17876762024929,053176596,DAMNGB0E,2018-07-26,970742
WMKF92341517222283,124298112,FJTUGBF5,2021-08-24,1297771
EKIG38484140119515,128459504,LISQGBS0,2013-09-14,938164
MBCF33629768719296,063981894,HDQPGB8U,2008-02-06,199290
IWFO19019136378974,078464254,BRPEGB5N,2015-05-22,1356744
TEQX42693984218872,022697501,SMYMGB5O,2013-03-04,1925497
NVMH10944007636436,069819067,AUVEGBSEAEM,2020-04-08,1785295
FETJ76536607480668,120143261,CYYQGBFB,2012-06-08,1729814
VYQC23630816996617,079317779,HDIQGB6B79A,2011-03-25,532400
JIGJ87010191684062,116116804,QOJDGBJA,2000-06-07,1383294
CLTA30618237581759,055590578,OMDAGBR9,2020-07-17,400099
GMUI48494738782517,129211903,FICRGBNF,2001-09-07,1917810
OOKB27640591927392,016700190,PWBHGBHU6JO,2020-05-23,1486962
JHEM42343639749683,013950121,QLFCGBFZZ62,2008-07-21,1119591
LAJT30228533846188,020811978,RBJGGBN4,2020-06-04,1317497
QCNR40785424712363,070075515,TWYNGBVQ,2014-07-18,1577016
ODLO22495579149443,034478051,RSWIGBP0,2012-06-11,844200
TCIZ94802070363381,126720109,ZTAPGB2F8M5,2000-11-27,1425451
WSHE55323222335069,092335880,QRIZGB2L,2006-10-11,386127
RPYG53934996915573,027947492,LGMMGBMD,2011-01-21,975027
EKOG26189339831197,033771717,VBXEGBZB3QP,2003-12-05,458697
QGNL09598071316081,085925854,VXLPGBBE,2019-06-01,1047142
WZVJ96321774240634,120856998,IQFVGBR12H4,2020-11-06,8163
HKUX84185357306030,012769258,QNDPGB7M4B8,2003-12-10,159656
PDHE34080474636999,089412648,MQMIGBQ0,2003-01-13,1973047
UECK10508688479622,126070626,OTKDGBWE4YY,2016-07-21,1914848
RXPK19340573736749,086452494,ICOQGBFRFGR,2014-11-12,1059858
WGZB34136989049672,071268017,AQFYGBPJBW0,2009-02-12,1760824
JPQR85222287163789,053156859,NWCZGB9Y,2005-08-05,1232109
PWEB85826457286718,029574339,NSGYGB4T5Y8,2011-12-02,1572153
EMEB84819749390424,051780285,QJGDGBR5M51,2014-12-02,902510
LEUT65285497413990,056846551,WMUZGB82,2018-06-13,788816
ZBOU06745425548772,040996129,ITPYGBXVWA5,2019-05-27,1453156
SRUA18680485697470,120810675,TXQDGBVN,2001-07-30,770185
DJHZ80418972471891,058256217,NFCQGB3U5Y3,2013-12-18,899346
LBPZ53539765039986,020102289,DTNBGBQE,2005-06-08,1667624
RKTR39924378551758,098445978,KUGSGBY8X30,2018-05-06,1749991
QTHG77730260050256,090702538,COQUGB8BX25,2002-10-17,11586
HUJU77886919470486,129099730,FXDLGBGVZ57,2019-10-25,966881
WVKD43303333596682,119543461,FLJWGBYW,2015-01-22,601640
PCCY91500829695210,121347998,JJXPGB7WHS9,2022-04-23,66642
FQGA96797793675673,100651579,AIMOGBGJZNS,2010-10-01,871984
UDOF02403633862163,069888894,SSJAGBFI,2022-09-17,1925954
JPRK39216108380270,098828100,IEYUGBN4W6W,2013-08-22,412928
GNDZ33070767904464,057592338,EVTKGBQU,2011-01-18,73063
KMQT64313920504310,037086686,ULIZGBCFQOE,2018-05-29,653630
VCDR52722088265318,070068069,RPPEGB1O7HV,2017-10-19,1665346
MOFY07327071682305,079306531,HHBBGBVINHD,2012-11-27,1779372
QUNL35900044383602,051564579,NKBZGBUY,2015-02-09,1786016
XTHQ43490324377865,013166009,AWASGBWAOSP,2006-11-05,66345
DCGV15290411517494,089468100,JVBAGBY0S4Z,2004-12-20,486408
LLNS74461186444623,113907773,DNOLGB74,2011-06-26,985711
ZYLV61178712942676,041800175,DJQPGBA9,2006-07-22,1844284
KENF97934482821186,014217614,JKVXGBA6,2010-10-13,784039
WLJU42331297024461,034082382,NTVXGBLG,2013-11-24,1821619
UEOJ13622263916918,057475170,NWMHGBWW,2002-07-12,1541037
CLAY61105321930521,035568258,RSTVGBTC,2015-09-03,1294504
AGXN07682455561574,125219734,FQKTGBHQHPR,2008-06-30,246286
WNJM21601673217880,050073760,QYZCGBWY,2022-01-01,734558
GYES93053876989562,074559150,YVZQGBP7,2006-12-02,1042411
XYAI57219970861645,104444779,EJXWGBI6,2019-09-11,708652
DHWC76436813405211,086053945,NOORGBFL,2007-08-12,1808745
NVSY60948677995272,117073247,RPEUGB8WGAM,2009-08-20,1005767
HCWC59650851305858,100088896,UFLUGBBHHI5,2014-11-14,1528653
IWZJ76746785447184,102116782,JDVLGB7SH1Z,2021-01-25,238339
WRHT91538053244265,075619947,IVPWGBGC,2020-11-17,942419
BHBA04682910043120,099372095,MHKGGB3H,2011-06-10,1939279
EKHD91120771778432,069883310,CCFRGBDTDB3,2010-09-03,78771
ADFU41204518103976,125894939,XOERGBPV,2009-09-01,1134535
CAVD84987340425266,074590494,UMZTGBGVMTW,2011-11-30,958025
SZAV94812745974283,110705800,ESEOGBA5G0A,2006-03-18,1991899
ZHWH19812546169763,109650487,UMIDGBXYL9Q,2011-08-07,253279
CYDS65900834966101,061325876,YNAWGB0B4RR,2019-12-17,1260040
ZAKS47412443993453,056867394,KFFLGBVG,2004-06-14,845768
DHOT29592158249845,111770588,IGNTGBBI,2014-09-08,1391483
DTOR05196735514336,034271863,KSZVGB0G,2000-10-07,490895
XTBF38264471655150,129515913,VGSPGBG1,2018-12-31,427898
WRWE78622060851003,101116754,XKSIGB4U,2020-10-27,1035167
EGPQ66209093681728,042774064,EBMPGBUIZUP,2005-06-24,1242562
BWLX74676900574030,035300432,MKIXGBCG,2022-03-08,224831
ERZP05897080396820,051425029,TMVKGBMT,2020-11-20,959659
JFHP52747370493375,102204351,XDPWGB0I,2019-09-27,304996
MMUF07812801072477,073493644,SXQDGB8B,2016-11-07,1284561
GXDI18888698305368,104145793,QCGVGB40,2021-02-08,772015
UQKL88045265452981,021831012,VLIAGB437H1,2019-04-02,232651
VABA99604040110278,098894804,UHNIGB3GR5Q,2020-04-17,1341861
QXNQ13594005474961,097542814,BFAKGBN6SJV,2014-06-02,1520847
OSOD58014342233275,100342257,URSAGBWKYCO,2012-12-15,903670
WTNF80898748603618,127246446,WUCXGB8C,2021-06-10,1240520
NRNM77133298380035,064199892,YBJPGB28,2014-04-01,982904
AAAV56274377187234,116821513,VKLXGBCSDBK,2014-08-09,1041565
QZHE53243544558897,100193312,NPEMGBQP,2002-05-18,1828179
OMCU15858071866038,125408150,MAPCGBE29WC,2000-07-04,1570220
HAXM69077707978675,123374192,LJOQGBQL,2004-02-26,51266
PEHV38529736240965,104304770,NPLFGB3S,2015-08-03,791888
SVFZ45880660756057,125514659,RFQTGBR9,2011-06-26,917699
PGMB51893029272764,016432468,MOZFGBK2QFR,2018-01-29,1190474
YHJZ90322866285596,085687121,NCVEGBGCJ4G,2008-06-24,1542607
FNQQ95216898904759,068733199,NFLPGBHP,2014-03-08,56053
UKDA30297583039349,044538282,HLECGB0K9MP,2001-04-18,1423011
UKOR42107332284748,079248479,JIWDGBKN,2003-10-01,85602
MCTJ22978925132557,111897791,IOUGGBE7,2000-07-28,293297
IJEB73846375271363,057245025,XODYGBGQU0I,2017-11-07,212799
VUMQ79055903728120,121827421,KOBAGBKDJR8,2017-07-17,1813500
OSYR80597894153586,105078319,MENMGBHL,2002-04-24,1552946
DAOS41347451647673,039011206,MKOCGBWG,2002-02-02,313128
DOZP37609632564845,110389417,POMHGB71,2014-12-23,372584
HWJE71849932324675,102154731,RAUTGBUL9AW,2005-08-24,1017874
XNGX12469285489328,108313534,XVPVGB9458Z,2011-01-19,1881804
IPLH34872599661782,014595556,NQEXGB3P,2018-06-25,1707124
EVTR74276057714740,100679218,YQWSGBZD,2011-03-14,1188973
VBHY58127756598102,035043427,TZINGB70YIY,2022-08-10,1482428
CJKF57370470780135,036421970,GHNVGBFQDNF,2014-04-23,481487
AJWT24785912034509,049359644,ZVZRGBTF,2009-10-10,1886989
YCBG91269754029836,061293283,WNAIGBZHI5R,2003-11-14,216655
ZVOB09932490154249,124855160,FPWIGBB2MUJ,2006-08-26,1431758
KMVH88508882292901,065678312,NFIJGB6L20W,2012-11-21,51446
QMOK35267089676998,086526087,OAKEGBEY,2019-05-31,592075
PRYV94833160628883,045407095,YPFVGBTKLSB,2014-01-18,371369
ABVQ82905964727743,060789866,ZGDOGB6EMGD,2006-06-28,771815
OOKT11298624589083,122002481,NOJAGBWRGBH,2003-12-08,1651105
CHMN48941813006413,036655885,RKYNGB0GZUM,2002-10-30,1736774
KEDT85820768128769,037966308,EOBQGBKU,2015-03-23,849501
LNLO07082038335409,045513976,LVEYGBVZ11X,2008-07-29,437988
TQHV16372255286553,117660236,DAXGGBWK,2019-09-15,639088
GOJH41079753602375,069920862,APTGGBOC0EY,2013-12-28,1783665
JNPY22465606915249,096666429,CIZQGB0W4IO,2019-03-20,1677623
GPTG20273275955058,124602656,LQKRGBHK,2001-05-06,483562
GYPE06668904761673,091666709,IXGNGBVH,2011-01-28,58482
RUAO07393834343801,043618022,WMFQGB3E,2019-05-15,227677
BEEI28464378144259,097375939,GKQEGBDZ,2015-02-18,635126
YNRT90495891274571,040691819,HENIGBHW,2014-07-22,1025866
AWUR10200956981063,045567838,APSXGBX7,2006-10-30,1140907
TOMA01431343457533,074079863,YNGVGBPM,2021-06-25,28424
WKIR25838005797287,114135748,SXFTGBPG,2011-08-20,131041
QLYQ84158796107578,056031175,JKRUGBMT,2007-04-19,824968
WZHR01958179356760,098811227,ZSVTGBMB,2000-06-14,1273071
HYNN14211191760245,038657564,RNJDGBSKCAT,2021-07-01,1572424
ANVE85987103379078,035616702,EBUAGBO9E75,2003-09-23,569537
HLFS01091760410930,116547266,EHLIGBX1QWD,2005-01-28,1594490
UFYU88072910660756,011107073,OBGZGBM5,2017-07-22,1686914
BYNK62168844734199,110871695,SKEKGBT13LG,2010-11-21,667189
BSEF54043384102931,122636815,QTAZGBKFZK4,2015-02-23,146432
YFMS07069997100264,117184848,YXOSGB6G,2013-11-26,1942864
GXVW10894223959311,071197337,TPHRGBJW,2013-03-03,1851553
CXYF96494693460506,098376597,DONXGBZF,2003-05-22,189501
OQBL23959263738863,075587736,VRZSGB064PJ,2012-09-09,901534
JHDY45884237689772,125856139,SQYPGBN0A4J,2008-01-25,509800
HNCF65131994704405,069753929,DISIGB7TOSA,2016-01-12,1419967
HPGX34910894789328,012723582,ETDMGBZUP0P,2004-07-17,1719378
GBEP25911537106575,026807818,NJFHGBX33TV,2013-12-11,1798671
ZLLD26471520050851,070109164,BLULGBBMBOO,2009-01-10,313974
SBNC39708494983088,128409130,VZRPGBM29EC,2011-10-17,1998969
XNER70691129624461,117560899,FZXMGB12,2022-08-14,806304
DKMR75261924719324,124045996,XKIIGBJL7B5,2000-01-31,1370857
NBLE59538923501835,039117508,PEUNGBWB,2022-05-23,101106
PFJP47674795495901,086043191,BMUHGBX8,2002-02-10,1973640
SJBO63447436232068,017558985,CSJOGB6Z,2006-02-14,955397
POCG71433173848635,021763193,LMEUGB2W0J7,2015-12-28,692216
HRPQ74503751907067,046089849,CMDBGBSHFWB,2005-04-27,1291122
AWFT52761632556304,037281232,WKBXGB3S,2017-07-29,11071
KJUU96280820785051,124294352,HNDUGBOO,2016-07-25,508861
ZSHV05066487658985,082182726,LUEDGBZW,2017-01-24,680085
EUXW01567762725167,069823406,YJVAGBWM,2008-04-19,895863
KUIX28497548804356,013769752,EUQGGB66RMO,2019-11-23,1908805
RLEO86720829165109,084031626,QUSNGBKF,2015-06-18,1317247
GGSR59353476556324,020577539,HTLIGB2L76H,2001-02-11,938044
JTGB93951358417248,057958697,NEIMGBBDJ5H,2021-06-16,125198
BRKQ31359764793435,119486146,MCRNGBMX,2021-01-03,1160123
QJPU40178241685310,085031874,UOBKGB2OL66,2004-05-14,244750
EYPL66286590376198,111122644,FTCIGBAF,2011-03-02,1629662
CFGR82394822886862,056902424,QNZNGBYA,2012-04-30,677295
SHRP94988224141800,053715847,CIBZGBRO,2021-10-19,464472
IHWM57969392821854,117437294,ZMKBGB8T,2022-04-22,239033
YMAO47496350699812,114790565,UCRDGB1E,2012-04-15,1278817
BEHA29668877631298,079905107,IIJHGBKH,2014-06-05,486207
WRHN07561265555161,125044022,ICXIGBAH,2011-08-03,926279
JKNT94355017821041,023600115,CDNUGB3S8JS,2008-01-30,1754533
UIVR12695687557399,065141409,PGREGBW0JOU,2015-07-03,1209829
NPRX14817801534657,105755797,OCYBGBWDO32,2018-04-01,1635589
EADU24402756246901,128626887,FFUFGB54,2015-02-01,854302
WCBH21015252265796,113913592,WBPRGBTK,2007-12-13,1539464
DZSG92486714583849,062146054,LYFPGB6R1PV,2019-05-24,940501
AWDC97068427414752,083080487,QVJVGB0FFO3,2022-03-26,1444619
PHHQ69272812051489,094213120,NLACGB9W,2017-03-19,617150
NECF74109442036891,052570575,BCIXGBZPON7,2011-04-05,1421265
NVTD15921738814192,117436622,YAHKGBATXII,2005-01-17,948789
GMNR02772138740157,053601854,VJCQGBFUFH4,2014-03-25,518872
YXIO73295931782539,039843924,PUFUGBZ9,2001-08-18,1134490
RQKT66839333903590,036508084,YYMGGB662Q0,2010-12-11,694521
LLNK06596495333973,121922795,PJGSGBSK,2017-06-16,1754860
VHYM55203129694563,106954694,FGKOGB9PX39,2013-11-03,1935601
YGAS59096318383397,095546524,AECKGBXX,2001-06-27,1110583
EUUF64730143132813,052329315,JBJFGB7A,2021-07-17,1221819
MAIH41290187917992,011930130,SQYQGBEB1LJ,2003-09-22,1321841
SGPI49931424658815,115715468,NCPCGB60Z61,2005-04-08,569915
ACGY75521199740987,051123279,JNOYGBMK,2021-02-12,458722
IOMH09797766031076,069904189,EDRGGBE1,2018-07-14,647065
OYZR00248989848206,103760218,BHRIGB8W,2016-10-04,1331801
ERTC66353502081452,126054846,OTELGBG4,2022-04-25,1331909
DTGN19326027557597,081842892,BNETGB2YMOW,2001-04-10,965434
KBNL31211716274141,115946525,HIVSGB92,2012-11-12,1125764
KGOY10905230788784,059107925,EGRBGB03,2003-11-19,1473110
UVSS75355834919660,037319955,JAQBGBHQWXE,2006-01-27,1827021
XFLG20167744315177,032705962,NIOAGBLE,2006-02-21,1110263
CXVE54557716239739,034205473,ENYWGBYT,2010-08-29,1461871
BWTW56774154439568,079805760,ZZZBGBTA,2009-07-11,501276
QCAG22207554543044,077382829,JFTJGBTO,2002-06-10,215398
IIFY02006543870818,042355894,PGFDGBQSCC4,2009-01-02,523419
CXUM85401574833766,055653745,MQJQGBCOD1R,2020-12-09,730653
JFDF07907335281143,010001633,XAHFGBJ6CRG,2002-07-28,1765716
QPQW08051576671493,023952973,ILTTGBDNDPX,2011-07-29,1468490
MKDR33533379160803,042171955,CXIGGBCS,2012-08-21,1876506
LLAS28186640812118,012306116,VRMGGBJ0GFZ,2015-05-06,582077
IVGN76408243641025,036999198,GQODGBMK,2010-04-25,900905
UOAR68812866003413,030956182,BSHPGB8W,2010-05-07,532023
BQSO99462773466314,093790864,PYVFGBGTD3N,2008-03-21,536954
BSFG87165787685086,098256439,GXEEGBN4YM4,2010-12-05,1962278
ENHW16147190025613,071440000,VQRLGBK0,2010-11-17,1812582
OOUZ93279309723174,050492273,ZSIWGBG1,2019-06-28,761722
IUQB99797499226541,051012623,DRCMGBE9VND,2003-07-26,74349
JJGE79196282034233,123760492,CZBAGB7S,2004-11-26,1874494
WIJG94901499973920,093411127,XFJVGBOZ3G4,2015-04-21,488512
RTGB63725704510297,125016982,HYZDGB2K,2012-06-29,933081
SLXK67554093555556,103489560,KDAIGB9W,2017-05-24,1910180
IXAB04707043683743,067398409,ELHCGBSE6XZ,2022-02-05,797493
FFLQ98381437738499,035139661,LVNCGBM9TFS,2019-12-26,656585
TUBV58179996007455,110581862,IKCCGBWT,2011-10-31,662131
MKBR04422180857299,058529410,LNIJGB36P3Y,2001-05-20,1996261
BUIL92613986060636,029520176,NFUHGBXT,2007-01-05,349508
XFQE60409883192317,043642700,BZVHGBDU218,2009-01-20,532801
VZFT27135134049561,049550401,MKHQGB2U,2001-05-28,1603367
WIKG31351247106290,081305766,ZCTEGBB3,2015-11-04,111990
KKKS10977656770697,011154301,FOAAGBXT,2002-11-27,202359
YWCA10708129094425,090359457,KQZHGBP9AX0,2012-03-02,521033
MXPF47752725906718,039174017,JECEGBS7,2020-01-26,124647
FEHK97179902001296,039514648,EKZJGB6W,2013-10-21,1098240
YXKP56948353305635,085827350,QUMZGBK80EW,2006-07-03,388444
TITR65153373612643,086904366,PVQAGBF3,2003-02-28,1484830
YNMO86844278882254,108728666,SVTDGBR7D3S,2009-12-28,1046041
OKCO42509572861301,085209965,XZHOGBS7IMW,2008-07-31,58979
FZLF65691315659260,042505479,KPFGGB3EJTS,2018-11-09,1159142
MOWO09405342537335,097812395,UVJWGBPR,2015-08-21,1456746
DXUB06533971329933,071027232,NMVBGBPH,2012-02-08,44746
EYVS13888839777412,048710789,WVRXGBOMTEG,2021-04-16,1400839
ESXC26345203206328,129375496,ZOAJGBIA,2014-08-26,836171
FPEB30351122976060,106930744,WLTGGB0B,2022-09-04,991020
IFOB19657237861371,111030228,TCKFGBSA,2021-01-25,1449167
DUKH22858233134189,038418266,XZFIGBOFF26,2021-11-22,406998
YFQV24207099232045,095376493,HJLBGBQGK26,2010-07-28,525962
ZUCX39578857130106,099682439,HAHMGBAC9ML,2021-05-25,219977
MAJR74675589936672,104252068,CIOMGBYGVWE,2008-10-22,250730
ZSNQ17889738476456,049934991,NEEFGBSE,2000-11-25,1079225
LZSQ04356109529582,087686528,NKGYGBRG,2003-12-07,1734257
KRFV84832963850102,029447217,TETUGBZVYQJ,2015-09-03,868618
MLID94669976115112,124627631,EPFWGB9V,2008-02-24,487713
QVJQ16830156477565,046037309,QZDCGBPJRCB,2012-04-25,1535213
XYFR47070326313002,071834195,KMXQGB3W,2015-02-08,1059090
IXME82832859258142,065236521,AGKUGBO1,2011-05-06,79798
EPEI25433715257245,098484146,BOAPGBNC7FJ,2010-10-22,757056
TSIT19768495434806,124453821,OHXCGBZ3,2012-01-03,684540
YJOQ53819155524244,125333021,VMCCGBHQ86K,2018-11-06,604164
DPHT90745848853270,105506593,ARXRGB9M,2015-06-21,1943626
FFMW74425195125240,032815263,QWJKGBOVMZF,2016-11-18,735888
RILF96025311391031,126909810,QHIOGBPX3BG,2015-12-11,484356
PGIN83043282208036,021497922,QNTUGBHFW19,2019-06-16,301254
YIHX97214286172533,099614436,JTLQGBPFS89,2016-05-13,1766115
UATQ89411873387989,050984011,EOJZGBPF,2019-05-06,1667781
NKPZ35730661531371,025539077,TRYTGB5Q,2006-04-23,1964588
MELB26831323432200,068736659,BLUFGBJWZQR,2011-09-11,866495
KRJE79431637934734,010401000,HJWGGBOUWQP,2011-06-12,635097
ASCQ77091195842668,125164407,THLBGBNDH9K,2020-01-07,1871796
VZJX34200207945263,095638115,JEKBGBR3R0I,2010-11-20,1120751
WPAN47755038882243,036084935,KBVSGB7O,2001-06-24,1112791
TXJJ48155680956606,110803375,RVSXGB5G,2015-07-19,824846
BECM66792913605789,029584332,USSWGBJN5AN,2021-08-21,1856864
ZGKL62608503397406,021609875,BOLSGBVVVHD,2007-08-14,1129498
BDNU10879853823749,093246059,ADIHGBEF,2006-06-19,1363333
BIBV75084714388027,123574413,PUSMGBNN,2006-10-08,1641164
BWTB99439538206052,015482516,OKHQGBN7TGY,2015-01-14,1455455
DTMX47460761032008,040217523,THTKGBTUYFW,2006-04-26,316800
KXBY82982403896402,055300658,XZDPGB0T,2006-02-13,1587436
KOCE95965216946740,045997259,INWIGBIB,2003-09-23,544464
PLOQ13633599514009,033180476,NWIYGBVW76B,2021-05-30,135408
GMXV34681347324345,061336137,JRPTGBHVQGG,2008-09-09,862307
JPZN17179329551440,081821732,DWGOGBROQCR,2013-12-22,876159
WTJW50815429321181,071028338,WOGCGB78,2000-01-03,608307
AAEB11575347535144,076876527,UQHUGBAJM7H,2002-10-12,765048
LDIG38153052905349,120130313,ZZKHGBWG,2015-01-22,373207
EBVH99985695722345,025741221,CQSCGBT97DM,2002-10-15,1534295
GJIF65705365004136,021752832,TJBGGBSMYBT,2011-02-15,1338294
RSWO16721243578803,128036794,AQASGBSQ,2010-01-09,236449
AGUY48626197501086,010677355,CYEYGBOF52G,2003-02-07,836795
XNPU02493741750751,055354756,LGDKGB1M,2010-01-05,165521
JYWY64019974284433,046956943,ZLCBGBVGQNK,2002-03-07,654194
SMRT79448080021130,038811119,SKHTGB10SBS,2012-12-21,1338324
YUVL83785965717543,122862870,HWUSGBO0,2016-09-16,565177
UHOZ41227798234476,056345382,MIOXGBFFR6I,2010-11-13,791592
VZZJ58452349832091,034744659,WSBZGBA1,2001-06-18,470151
LKZB35019660749457,056902411,GCIIGB0S71C,2012-05-03,1383544
YMRP82421100810602,050873245,FGMWGBUOCY8,2007-06-27,1683456
GWUQ63038835215402,077065036,YXHOGB4L,2001-07-04,1555261
TAWB97905019136502,068598554,PFLMGB2O,2018-06-27,1313608
VWOU76100279019288,042095125,EPCNGBNODYU,2021-03-14,961854
DOGW68745599066013,049848702,MHBLGBPDZ46,2003-11-06,1946549
WUQP42040441331861,077976099,KRZQGBI7,2000-01-18,1475929
PUDQ23105735232067,053971843,RQCFGB02,2009-06-11,999123
DRPZ38693712549358,071067072,YYZEGBE2G13,2000-06-09,1202176
STDL33704877956556,112293831,AQGKGBMS,2007-06-24,1448478
BUZP42267032135601,059044952,SGGKGBM4I8J,2017-11-04,1229353
VDSG94332598594537,090464847,RXOAGBZI,2016-12-02,405869
RTYH43811573316516,028915410,SQPOGBPBSUC,2021-09-16,94900
TJZE26211989080547,021761933,ELHJGB8D,2020-06-28,779783
VSCM81357204367829,089479937,GTCNGBAWO1U,2009-04-03,1009554
JFUY06725307682750,066789844,LANJGBCZNLP,2018-04-23,305375
SMAM52923408512989,013732420,FRZWGBUJO7G,2007-07-22,1045276
REPS43019012865615,085467325,AIFIGB4HXUB,2015-07-09,163783
THLQ72318361618452,029997424,UXCTGBVSMBB,2018-05-03,586980
LHEU80291226570600,121670487,VOIAGBG2,2007-06-08,1898431
EOYH04126715159919,014028890,YZYAGBTGJHW,2004-07-14,1890008
PEMS64014766426635,053700700,CJTYGBFK,2020-06-16,673422
OHDH73754743841271,111237717,NUFDGB9B,2008-05-22,1938015
QQRU27867962246345,080027896,LXQZGBL9,2004-09-13,1423498
NUAN39486422220504,086530015,ZHAVGBZ9B37,2002-01-30,171666
WDGC89882788438546,084023456,YMAZGBCM,2006-12-15,837279
IXPD42786609876624,067453412,NTCRGB4D,2012-05-12,1391066
GCXB68142746866558,062011587,PQWIGBBYHE4,2004-01-06,205874
XSQM69715932580653,010509067,ASYIGB8SL02,2017-03-18,289838
CVXP10838927630080,095078128,WLBHGBZD,2003-02-13,1138051
VMBD78614224043829,020429056,OSBKGBMWFET,2002-01-28,72379
ORCK95999879257558,057117454,ZGQOGBTI,2016-11-21,349405
WAUS77895718267781,064540111,TYEYGB1K,2015-10-29,836651
FNZL61954667171478,099517740,KLKUGBA30PB,2001-02-21,536645
ONXU25594187132742,027055504,OBTOGB3W,2012-11-17,1768212
FHYT62514123216934,039111818,GMBSGB6GP8I,2007-01-15,1575822
CWQP47929721512457,060051170,NPCDGB14NC1,2022-03-08,1637311
DXBP17793167753090,060420468,ETGGGBSB,2019-06-30,166932
JWMG16905705782538,077811099,NKSJGBED,2020-05-30,271297
VGOW05608759701571,106271348,OFMYGB11,2006-03-21,436577
AJGJ97079692168911,056679281,WZPWGBZV,2008-12-30,204711
SSJS78425167503655,056010316,CYGZGB8Z,2018-08-17,1724832
ADVQ64532886048590,051358701,XUYMGBLA,2003-03-27,644118
BJUU07886116013119,059712381,QZPTGBIF,2000-09-11,605565
WYGY58010442691435,041807518,SIVNGB14,2015-10-14,269473
URWB89529570127680,112661609,KXUPGBVP,2017-12-05,683218
VEYY92022139896297,110570336,JNGUGBJX632,2013-05-22,89057
